Identifiant;Adresse;Code postal;Commune;Nature de l'opération;Responsable de l'opération;Date de l'opération;Protohistoire;Antiquité;Moyen-Age;Temps modernes;Epoque contemporaine;X;Y;latitude;longitude
382;44 rue Saint-Jacques;75005;Paris;Découverte ancienne;Capitan Louis;1921;Non;Oui;Non;Non;Non;651920.271;6861280.18;48.849768940984404; 2.3448067880229746
285;4 impasse de Conti;75006;Paris;Découverte ancienne;;1935;Non;Non;Oui;Non;Non;651430.163;6862044.37;48.85660444644157; 2.3380409895922876
252;2 rue Pierre Brossolette;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1930;Non;Non;Non;Oui;Non;652118.339;6860411.41;48.841970806812675; 2.3476035946130636
395;19 rue Cujas;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1940;Non;Non;Oui;Non;Non;651729.832;6861068.92;48.84785481338411; 2.3422357343109663
306;15 rue Saint-Benoît;75006;Paris;Étude documentaire;;1938;Non;Non;Oui;Non;Non;651054.501;6861807.26;48.854443682583295; 2.3329486285031695
342;7 boulevard de Port-Royal;75013;Paris;Découverte ancienne;Magne Charles;1913;Non;Oui;Oui;Non;Non;652290.745;6859832.22;48.83677491324994; 2.350017509927077
464;6 place Marcelin Berthelot;75005;Paris;;;1958;Non;Non;Non;Non;Non;651951.329;6861225.57;48.849280116457585; 2.3452361740627166
533;56 quai de l'Hôtel de Ville;75004;Paris;Découverte ancienne;;1968;Non;Non;Non;Non;Non;652716.822;6861798.02;48.854484723049424; 2.3556034942741477
539;14 rue Domat;75005;Paris;Découverte ancienne;;1967;Non;Oui;Oui;Oui;Non;652074.686;6861404.45;48.850897945279804; 2.346896933949626
411;111 rue Vieille du Temple;75003;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Non;Oui;Non;653187.221;6862482.1;48.86067097847388; 2.3619386903673663
561;36 rue Saint-Merri;75004;Paris;Suivi de travaux;Servat Edmond;1972;Non;Oui;Non;Non;Non;652392.953;6862428.15;48.86012759548194; 2.3511192904072433
632;10 rue des Saints-Pères;75007;Paris;Découverte fortuite;;1967;Non;Non;Oui;Non;Non;650995.935;6862089.04;48.85697331137985; 2.332118021136564
654;39 rue Gay-Lussac;75005;Paris;;;1978;Non;Oui;Non;Non;Non;651756.904;6860573.59;48.84340237208041; 2.3426608077673365
712;24 rue des Écouffes;75004;Paris;;;1983;Non;Non;Non;Non;Non;652970.888;6862101.12;48.85722909976575; 2.359032337271413
768;30 rue du Cardinal-Lemoine;75005;Paris;Sauvetage urgent;Brut Catherine;1991;Non;Non;Oui;Non;Non;652506.567;6861053.79;48.84777646977527; 2.3528212998048064
1129;5 rue de Thorigny;75003;Paris;Diagnostic;Peixoto Xavier;2010;Non;Non;Oui;Oui;Non;653199.064;6862372.25;48.85968401535934; 2.36211219885123
1171;8 boulevard du Palais;75001;Paris;Suivi de travaux;Lichon Anne-Aimée;1995;Non;Non;Oui;Non;Non;651949.454;6861844.15;48.85484282730178; 2.345140718101695
1148;77 rue Saint-Jacques;75005;;Découverte ancienne;Grimault Prudent Aimé;1927;Non;Oui;Non;Non;Non;651940.409;6861271.38;48.84969123343739; 2.3450821959606345
1189;62 rue Farman;75015;Paris;Diagnostic;Marti Fabrice;2006;Oui;Oui;Non;Non;Non;646487.094;6859544.36;48.833730450369934; 2.2709900456765917
1380;72b rue Leibniz;75018;Paris;Diagnostic;Lecoz Guy;1995;Non;Non;Non;Non;Non;650964.579;6866437.35;48.89607407974638; 2.3311887368906614
337;88 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Magne Charles;1915;Non;Oui;Oui;Non;Non;652468.679;6859876.23;48.83718387262671; 2.352436625165525
1382;17 quai de Seine;75019;Paris;Diagnostic;Boizot Franck;1994;Non;Non;Non;Oui;Non;653862.234;6865172.53;48.88491411863211; 2.370846593883629
364;53 rue Saint-Jacques;75005;Paris;Découverte ancienne;Magne Charles;1913;Non;Oui;Non;Non;Non;651975.947;6861369.41;48.850575480339145; 2.345555385552441
1134;7 rue Saint-Vincent;75018;Paris;Diagnostic;Decock Ludovic;2015;Non;Non;Non;Oui;Non;651798.828;6865555.72;48.8882088584871; 2.3426669216402867
1141;17 rue du Petit Pont;75005;Paris;Découverte ancienne;Gilbert A.P.M.;1842;Non;Oui;Non;Non;Non;652048.03;6861556.38;48.85226227759552; 2.3465165609759633
1155;3 rue Larrey;75005;Paris;Diagnostic;Cholet Laurent;1994;Non;Non;Non;Oui;Non;652565.744;6860357.35;48.84151774095734; 2.353705324706979
1050;4 quai des Célestins;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1928 - 1929;Non;Non;Oui;Non;Non;653173.449;6861494.21;48.85178591850144; 2.3618598017486883
1162;25 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Jollois Jean-Baptiste Prosper;1843;Non;Oui;Non;Non;Non;651783.395;6861353.06;48.850414118845684; 2.342933370082707
936;19 rue de Vaugirard;75006;Paris;Sauvetage urgent;Marquis Philippe;2002;Non;Oui;Non;Non;Non;651131.891;6861189.19;48.84889135163435; 2.334074319713294
1077;4 rue Francis de Croisset;75018;Paris;Diagnostic;Avinain Julien;2010;Non;Non;Non;Oui;Non;652130.022;6866818.31;48.899587602743516; 2.3470409219737
1082;140 rue de Rivoli;75001;Paris;Diagnostic;Peixoto Xavier;2009;Non;Non;Oui;Non;Non;651801.268;6862453.05;48.86030751986172; 2.3430522117017625
2017;6 rue Lavoisier;75008;Paris;Découverte ancienne;;1905;Non;Non;Non;Oui;Non;650259.366;6863969.34;48.873825991495046; 2.321859647576794
137;292 rue Saint-Martin;75003;Paris;Découverte ancienne;;1923;Non;Non;Non;Non;Non;652657.577;6863187.12;48.86697242028375; 2.35464139048997
190;2 rue du Mont-Cenis;75018;Paris;Découverte ancienne;Sellier Charles;1899;Non;Non;Non;Non;Non;651712.362;6865389.57;48.88670829664176; 2.3415067093658246
997;8 rue Charles V;75004;Paris;Diagnostic;Goret Jean-François;2014;Non;Non;Non;Oui;Non;653255.602;6861619.59;48.85291948315043; 2.3629655280140494
857;8 rue Saint-Martin;75004;Paris;Sauvetage urgent;Guyard Laurent;1992;Non;Oui;Non;Non;Non;652276.701;6862147.1;48.857591543301375; 2.3495664090482085
1300;93 rue de Sèvres;75006;Paris;Diagnostic;Karst Nathalie;2011;Non;Non;Oui;Non;Non;650240.35;6861211.98;48.84902805750402; 2.3219232164656773
2068;1 rue Suger;75006;Paris;Découverte fortuite;;1894;Non;Non;Oui;Oui;Non;651748.792;6861637.31;48.852967698806594; 2.3424295870400718
1827;1 rue Lacépède;75005;Paris;Découverte ancienne;Toulouze Eugène;1881;Non;Non;Oui;Non;Non;652650.536;6860586.08;48.84358090579306; 2.3548351075001466
1493;47 rue Henri Barbusse;75005;Paris;Découverte ancienne;Vacquer Théodore;1870;Non;Oui;Non;Non;Non;651409.86;6860183.47;48.8398679513025; 2.3379769247621986
2152;6 rue François Miron;75004;Paris;Découverte ancienne;Vacquer Théodore;1855;Non;Oui;Oui;Non;Non;652666.056;6861943.65;48.85579065231581; 2.3548954485836013
1407;14 rue Lhomond;75005;Paris;Découverte ancienne;Sellier Charles;1898;Oui;Oui;Non;Non;Non;651986.367;6860630.01;48.84392691348388; 2.3457808568349825
831;13 rue des Boulangers;75005;Paris;;;1991;Non;Non;Non;Oui;Non;652573.586;6860825.39;48.845727407821336; 2.3537599779595912
2209;57 rue Cuvier;75005;Paris;Suivi de travaux;Servat Edmond;1980;Non;Non;Non;Oui;Non;652753.8;6860670.2;48.8443449864674; 2.356232734565824
1966;35 rue des Francs-Bourgeois;75004;Paris;Diagnostic;Goret Jean-François;2017;Non;Non;Non;Oui;Non;653071.048;6862162.37;48.85778723721336; 2.360390612966738
1981;24 boulevard Saint-Michel;75006;Paris;Diagnostic;Prié Arnaud;1997;Non;Oui;Non;Non;Non;651770.283;6861416.4;48.85098271466488; 2.3427475119794545
1321;1 place de Fontenoy;75007;Paris;Sauvetage urgent;Danion Bertille;1994;Non;Non;Non;Oui;Non;649132.781;6861466.48;48.851230223106924; 2.306800651041532
1323;25 quai Branly;75007;Paris;Diagnostic;Drwila Gabriel;2002;Non;Non;Non;Oui;Non;648560.793;6862649.71;48.86182543634626; 2.2988630480586423
2107;16 rue Soufflot;75005;Paris;Découverte ancienne;Vacquer Théodore;1876 - 1877;Non;Oui;Non;Non;Non;651764.453;6860983.45;48.84708874082421; 2.342717178311437
1828;79 rue du Cardinal-Lemoine;75005;Paris;Découverte ancienne;Toulouze Eugène;1881;Non;Oui;Oui;Non;Non;652284.9;6860743.87;48.844972995432954; 2.3498356187489398
1369;3 boulevard du général Martial Valin;75015;Paris;Diagnostic;Dufour Jean-Yves;1996;Non;Non;Non;Non;Non;646444.416;6860089.44;48.838628759414796; 2.270340058533821
1370;64 rue de la Convention;75015;Paris;Étude documentaire;Karst Nathalie;2006;Non;Non;Non;Oui;Oui;647417.228;6860561.27;48.84295207377822; 2.2835349272160697
1373;24 rue Auguste Chabrières;75015;Paris;Diagnostic;Marti Fabrice;2005;Oui;Non;Non;Non;Non;647842.18;6859634.74;48.834654264139836; 2.289438386280931
2055;7 rue de l'Estrapade;75005;Paris;Diagnostic;Avinain Julien;2017;Non;Non;Non;Non;Non;652105.388;6860697.0;48.84453814904062; 2.347394983817134
1216;32 boulevard Saint-Michel;75006;Paris;Découverte ancienne;Vacquer Théodore;1862;Non;Oui;Non;Non;Non;651734.558;6861313.97;48.850058918960315; 2.3422723170125024
24;1 rue Saint-Antoine;75004;Paris;Découverte ancienne;Sellier Charles;1898 - 1899;Non;Non;Non;Oui;Non;653624.457;6861647.97;48.85320134991501; 2.36798898728805
1507;125 boulevard de Port-Royal;75014;Paris;Découverte ancienne;Toulouze Eugène;1884;Non;Oui;Non;Non;Non;651389.413;6860107.62;48.83918424295099; 2.3377070230390227
1511;125 boulevard de Port-Royal;75014;Paris;Découverte ancienne;Magne Charles;1899;Non;Oui;Non;Non;Non;651389.413;6860107.62;48.83918424295099; 2.3377070230390227
2215;120 rue Damremont;75018;Paris;Diagnostic;Legriel Jacques;2019;Non;Non;Oui;Oui;Oui;651419.082;6866305.1;48.894919207239326; 2.3374027066548493
2233;10 rue des Fontaines du Temple;75003;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Oui;Non;652987.31;6863043.17;48.8657020527843; 2.3591519453206167
972;38 rue de La Chapelle;75018;Paris;Diagnostic;Bresson Violaine;2010;Non;Non;Non;Oui;Non;653066.034;6866062.74;48.8928619868712; 2.3598913518056785
2129;7 rue Saint-Hippolyte;75013;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Non;Non;652114.757;6859743.78;48.83596654138481; 2.347629943276585
396;1 rue Saint-Jacques;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1941;Non;Oui;Non;Non;Non;652039.166;6861534.63;48.85206601245226; 2.346398222533624
1240;1 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;1853 - 1856;Non;Oui;Non;Non;Non;651874.808;6861637.09;48.85297519952662; 2.3441468859295416
1460;87 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Magne Charles;1896;Non;Oui;Non;Non;Non;651556.892;6860778.29;48.84522822388676; 2.3399123436928275
1722;1 place de l'Hôtel de Ville;75004;Paris;Découverte ancienne;Capitan Louis;1901;Non;Non;Non;Non;Oui;652820.523;6861660.44;48.85325514066571; 2.3570319822755565
1728;56 rue de l'Hôtel de Ville;75004;Paris;Découverte ancienne;Sellier Charles;1904;Non;Non;Non;Oui;Non;652716.822;6861798.02;48.854484723049424; 2.3556034942741477
1780;10 rue Clovis;75005;Paris;Découverte ancienne;Lenoir Alexandre;1807;Non;Non;Oui;Oui;Non;652212.743;6860887.65;48.84626066066568; 2.3488362986956637
1691;1 rue du Temple;75003;Paris;Découverte ancienne;Sellier Charles;1906;Non;Non;Oui;Oui;Non;653520.284;6862752.84;48.863129791195924; 2.3664485587251893
1694;82 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Non;Non;652517.121;6859899.22;48.83739419406311; 2.35309400004856
1593;14 avenue des Gobelins;75005;Paris;Découverte ancienne;Toulouze Eugène;1880;Non;Oui;Non;Non;Non;652364.461;6859919.2;48.83756255567479; 2.351012019577729
1598;26 avenue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652425.661;6859782.52;48.83633791329154; 2.3518610569784015
1278;1 rue Gay-Lussac;75005;Paris;Découverte ancienne;Vacquer Théodore;"1857 ; 1865-1867";Non;Oui;Non;Non;Non;651631.574;6860962.15;48.84688725655671; 2.340909005705508
1963;179 rue Saint-Honoré;75001;Paris;Sondage;Lafage Françoise;1995;Non;Non;Oui;Oui;Non;651088.598;6862892.24;48.864203370278226; 2.333288449339384
1420;1 rue des Patriarches;75005;Paris;Découverte ancienne;Magne Charles;1892;Non;Oui;Non;Non;Non;652361.244;6860353.7;48.84146983110588; 2.3509195335769837
2112;14 rue de la Montagne Sainte-Geneviève;75005;Paris;Diagnostic;Avinain Julien;2018;Non;Oui;Oui;Oui;Non;652190.755;6861177.96;48.848869780472874; 2.3485040592858684
8;52 boulevard Saint-Jacques;75014;Paris;Découverte ancienne;Sellier Charles;1901;Non;Oui;Non;Non;Non;651178.537;6859517.29;48.83385944257384; 2.3349018306962637
1665;26 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Non;Oui;Non;Non;652975.089;6860115.47;48.83937254071273; 2.3593091690873695
1821;1 rue Laplace;75005;Paris;Découverte ancienne;;1904;Non;Non;Oui;Non;Non;652149.907;6860988.72;48.847164918268376; 2.347968743104251
1605;9 avenue des Gobelins;75005;;Découverte ancienne;Toulouze Eugène;1880-1882;Non;Oui;Non;Non;Non;652390.213;6859964.28;48.83796989263877; 2.3513578044229786
1612;25 avenue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Oui;Non;Non;Non;652457.949;6859813.12;48.836615519813684; 2.352297499610583
1226;21 rue Broussais;75014;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651299.252;6858854.34;48.82790660052071; 2.336622134755562
1541;1 rue Saint-Étienne-du-Mont;75005;Paris;Découverte ancienne;;1620;Non;Oui;Non;Non;Non;652209.566;6860925.28;48.846598822092425; 2.34878878133412
1696;92 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Oui;Non;Non;Non;652450.394;6859867.59;48.837104814735035; 2.352188488581291
2260;1 rue François Miron;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;652644.203;6861959.92;48.8559353431048; 2.3545958196741967
2138;85 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;1863;Non;Oui;Non;Non;Non;651563.859;6860796.99;48.84539691645972; 2.340005142169273
1235;1 rue du Sommerard;75005;Paris;Découverte ancienne;Jollois Jean-Baptiste Prosper;1832;Non;Oui;Non;Non;Non;652126.131;6861265.4;48.84965134467039; 2.3476136244384525
1747;38 rue Saint-Paul;75004;Paris;Découverte ancienne;Lambeau Lucien;1915;Non;Non;Oui;Non;Non;653228.708;6861768.6;48.85425751544872; 2.3625826397150975
1907;68 rue François Miron;75004;Paris;Diagnostic;Du Bouétiez Emmanuelle;2000;Non;Non;Oui;Oui;Non;652921.71;6861900.66;48.85542281524187; 2.3583843106362616
1304;2w rue de Médicis;75006;Paris;Suivi de travaux;Peixoto Xavier;2016;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
1402;12 rue Lacépède;75005;Paris;Découverte ancienne;Magne Charles;1882;Non;Oui;Non;Non;Non;652553.743;6860604.34;48.84373804361108; 2.3535142660723065
1587;33 rue de l'Arbre Sec;75001;Paris;Découverte ancienne;Sellier Charles;1898 - 1899;Non;Non;Oui;Non;Non;651746.891;6862491.36;48.8606479477715; 2.3423067396191
1396;8 rue Gay-Lussac;75005;Paris;Découverte ancienne;Vacquer Théodore;1865-1866;Non;Non;Non;Non;Non;651648.249;6860839.14;48.845782308689735; 2.3411502017815784
1249;254 rue Saint-Jacques;75005;Paris;Diagnostic;Millard N.;1997;Non;Oui;Non;Oui;Non;651655.875;6860533.46;48.84303383933639; 2.341288857077517
1862;4 rue de la Cité;75004;Paris;Découverte ancienne;Vacquer Théodore;1872;Non;Oui;Non;Non;Non;652107.271;6861769.71;48.85418516350306; 2.347299822359337
1682;99 boulevard de Sébastopol;75002;Paris;Découverte ancienne;Sellier Charles;1906;Non;Non;Non;Non;Non;652469.395;6863065.13;48.865861508542054; 2.352089906019895
2147;2W rue de Medicis;75006;Paris;Découverte ancienne;Vacquer Théodore;1854 - 1855;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
2191;2 place Marcelin Berthelot;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652025.598;6861187.46;48.84894292881781; 2.3462524980671855
2194;59 boulevard Saint-Jacques;75014;Paris;Découverte ancienne;Vacquer Théodore;1865;Non;Oui;Non;Non;Non;651266.109;6859402.42;48.83283305325307; 2.3361079303463246
1262;11 place Marcelin Berthelot;75005;Paris;Fouille;Guyard Laurent;1994 - 1995;Non;Oui;Oui;Non;Non;651973.858;6861204.35;48.8490909744788; 2.3455455613308427
82;4 rue Payenne;75003;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Non;Oui;Non;653194.843;6862136.01;48.85755922619426; 2.3620806822341502
87;39 rue de Rivoli;75004;Paris;Découverte ancienne;Sellier Charles;1907;Non;Non;Oui;Non;Non;652297.715;6862177.58;48.85786723006171; 2.349849380831571
92;23 rue des Bernardins;75005;Paris;Découverte ancienne;Magne Charles;1910 - 1911;Non;Non;Oui;Oui;Non;652313.243;6861214.79;48.84921008634712; 2.3501689957330965
93;198 rue Saint-Jacques;75005;Paris;Suivi de travaux;Magne Charles;1913;Non;Oui;Non;Oui;Non;651766.194;6860860.07;48.84597935339046; 2.342754894043113
54;55 quai des Grands-Augustins;75006;Paris;Découverte ancienne;Magne Charles;1911;Non;Non;Oui;Non;Non;651608.645;6861941.29;48.855690862668716; 2.340485143989444
62;1 avenue Junot;75018;Paris;Découverte ancienne;Magne Charles;1916;Non;Oui;Oui;Non;Non;651402.188;6865495.34;48.88763614851263; 2.337264992040926
301;33 rue de la Verrerie;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1935;Non;Non;Oui;Non;Non;652600.089;6862138.54;48.85753849294015; 2.353974706948773
144;2 rue des Minimes;75003;Paris;Découverte ancienne;Grimault Prudent Aimé;1920;Non;Non;Non;Oui;Non;653561.112;6862079.94;48.85708149099778; 2.3670785657144418
198;81 boulevard Saint-Marcel;75013;Paris;Découverte ancienne;;1926;Non;Oui;Oui;Non;Non;652491.642;6859840.88;48.83686763398219; 2.3527534053631323
260;36 rue Geoffroy-Saint-Hilaire;75005;Paris;;;1930;Non;Non;Non;Non;Non;652733.311;6860353.05;48.84149137443073; 2.355988811970671
616;77 boulevard Saint-Marcel;75013;Paris;;;1974;Non;Oui;Oui;Non;Non;652534.595;6859861.09;48.83705253078608; 2.3533363096732223
530;276 boulevard Saint-Germain;75007;Paris;Découverte ancienne;;1962;Non;Oui;Non;Non;Non;650208.826;6862507.22;48.86067352053399; 2.32134196442902
437;95 boulevard Saint-Michel;75005;Paris;;Fleury Michel;1956;Non;Non;Non;Non;Non;651529.597;6860704.95;48.844566634482156; 2.3395487965456954
303;2 impasse Sainte-Eustache;75001;Paris;Découverte ancienne;;1937;Non;Non;Non;Non;Non;651981.197;6862831.28;48.86372236998206; 2.3454617951678345
572;242 rue Saint-Jacques;75005;Paris;Sauvetage urgent;Servat Edmond;1974-1975;Non;Oui;Non;Non;Non;651694.102;6860650.15;48.84408615342846; 2.3417964398724664
536;13 rue de Vaugirard;75006;Paris;Suivi de travaux;Flahault Jean-Paul;1966;Non;Oui;Non;Non;Non;651524.382;6861196.18;48.848983869695644; 2.339421746737457
611;296 rue Saint-Honoré;75001;Paris;Autres études;;1972-1973;Non;Non;Oui;Non;Non;651012.343;6862976.34;48.864953871979104; 2.332239372356435
578;1 rue de Lanneau;75005;Paris;Sauvetage urgent;Servat Edmond;1975;Non;Non;Oui;Non;Non;652073.238;6861097.14;48.848134193444096; 2.3469118389807346
544;36 rue saint-Bernard;75011;Paris;;;1970;Non;Non;Non;Oui;Non;654582.332;6861599.09;48.85282996537378; 2.3810476950574717
604;18 rue de la Chaussée d Antin;75009;Paris;;;1977-1978;Non;Non;Oui;Non;Non;651128.896;6863785.96;48.872243433330254; 2.333734937249671
658;3 rue Amyot;75005;Paris;Sauvetage urgent;Servat Edmond;1978 - 1979;Non;Oui;Non;Non;Non;652113.794;6860579.73;48.84348419120728; 2.347522720588984
734;19 boulevard de la Tour-Maubourg;75007;Paris;Diagnostic;Lecoz Guy;1994;Non;Non;Oui;Oui;Non;649407.412;6862500.29;48.86054883927356; 2.3104199966256065
360;5 avenue de Choisy;75013;Paris;;;1911;Non;Oui;Non;Non;Non;653315.468;6858007.0;48.82043545743469; 2.3641777715495422
1613;27 avenue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;1877;Non;Oui;Non;Non;Non;652464.8;6859797.81;48.836478296324486; 2.3523925431311965
1168;24 rue Laplace;75005;Paris;Découverte ancienne;Vacquer Théodore;1893;Non;Oui;Oui;Non;Non;652074.343;6861026.54;48.847499362785214; 2.346934852556543
1157;4 rue Cassini;75014;;Découverte ancienne;Vacquer Théodore;1853;Non;Oui;Non;Non;Non;651406.857;6859850.24;48.83687092915097; 2.337974076353137
1160;24 rue de Poissy;75005;Paris;Sondage;Viré Marc;2002;Non;Non;Oui;Oui;Non;652462.912;6861162.69;48.84875254943612; 2.352214279787045
903;1 passage Dallery;75011;Paris;Étude documentaire;Brut Catherine;1998;Non;Non;Non;Non;Oui;654402.952;6861664.09;48.85340188259282; 2.3785962324081837
